Transaction_date,Product,Price,Payment_Type,Name,City,State,Country,Account_Created,Last_Login,Latitude,Longitude,US Zip
Transaction_date # 693,Product # 693,Price # 693,Visa,Name # 693,Hilversum,Noord-Holland,Netherlands,Account_Created # 693,Last_Login # 693,Latitude # 693,5.1833333,
Transaction_date # 694,Product # 694,Price # 694,Mastercard,Name # 694,Groningen,Groningen,Netherlands,Account_Created # 694,Last_Login # 694,Latitude # 694,6.55,
Transaction_date # 695,Product # 695,Price # 695,Mastercard,Name # 695,Den Haag,Zuid-Holland,Netherlands,Account_Created # 695,Last_Login # 695,Latitude # 695,4.3,
Transaction_date # 696,Product # 696,Price # 696,Mastercard,Name # 696,Oegstgeest,Zuid-Holland,Netherlands,Account_Created # 696,Last_Login # 696,Latitude # 696,4.4666667,
Transaction_date # 697,Product # 697,Price # 697,Visa,Name # 697,Monte-Carlo,,Monaco,Account_Created # 697,Last_Login # 697,Latitude # 697,7.4166667,
Transaction_date # 698,Product # 698,Price # 698,Visa,Name # 698,Monaco,,Monaco,Account_Created # 698,Last_Login # 698,Latitude # 698,7.4166667,
Transaction_date # 699,Product # 699,Price # 699,Visa,Name # 699,Bubuieci,Chisinau,Moldova,Account_Created # 699,Last_Login # 699,Latitude # 699,28.9425,
Transaction_date # 700,Product # 700,Price # 700,Visa,Name # 700,Black River,Black River,Mauritius,Account_Created # 700,Last_Login # 700,Latitude # 700,57.3661111,
Transaction_date # 701,Product # 701,Price # 701,Visa,Name # 701,San Pawl tat-Targa,,Malta,Account_Created # 701,Last_Login # 701,Latitude # 701,14.4425,
Transaction_date # 702,Product # 702,Price # 702,Visa,Name # 702,Nadur,,Malta,Account_Created # 702,Last_Login # 702,Latitude # 702,14.2941667,
Transaction_date # 703,Product # 703,Price # 703,Mastercard,Name # 703,Kuala Lumpur,Kuala Lumpur,Malaysia,Account_Created # 703,Last_Login # 703,Latitude # 703,101.7,
Transaction_date # 704,Product # 704,Price # 704,Visa,Name # 704,Gasperich,Luxembourg,Luxembourg,Account_Created # 704,Last_Login # 704,Latitude # 704,6.1230556,
Transaction_date # 705,Product # 705,Price # 705,Mastercard,Name # 705,Vecmilgravis,Riga,Latvia,Account_Created # 705,Last_Login # 705,Latitude # 705,24.1,
Transaction_date # 706,Product # 706,Price # 706,Amex,Name # 706,Mushrif,,Kuwait,Account_Created # 706,Last_Login # 706,Latitude # 706,48.05,
Transaction_date # 707,Product # 707,Price # 707,Diners,Name # 707,Gorey,,Jersey,Account_Created # 707,Last_Login # 707,Latitude # 707,-2.0333333,
Transaction_date # 708,Product # 708,Price # 708,Visa,Name # 708,Setagaya,Tokyo,Japan,Account_Created # 708,Last_Login # 708,Latitude # 708,139.65,
Transaction_date # 709,Product # 709,Price # 709,Amex,Name # 709,Tokyo,Tokyo,Japan,Account_Created # 709,Last_Login # 709,Latitude # 709,139.7513889,
Transaction_date # 710,Product # 710,Price # 710,Visa,Name # 710,Milan,Lombardy,Italy,Account_Created # 710,Last_Login # 710,Latitude # 710,9.2,
Transaction_date # 711,Product # 711,Price # 711,Mastercard,Name # 711,Vicenza,Veneto,Italy,Account_Created # 711,Last_Login # 711,Latitude # 711,11.55,
Transaction_date # 712,Product # 712,Price # 712,Amex,Name # 712,Ponte San Nicolo,Veneto,Italy,Account_Created # 712,Last_Login # 712,Latitude # 712,11.6166667,
Transaction_date # 713,Product # 713,Price # 713,Visa,Name # 713,Milano,Lombardy,Italy,Account_Created # 713,Last_Login # 713,Latitude # 713,9.2,
Transaction_date # 714,Product # 714,Price # 714,Mastercard,Name # 714,Florence,Tuscany,Italy,Account_Created # 714,Last_Login # 714,Latitude # 714,11.25,
Transaction_date # 715,Product # 715,Price # 715,Mastercard,Name # 715,Cagliari,Sardinia,Italy,Account_Created # 715,Last_Login # 715,Latitude # 715,9.1166667,
Transaction_date # 716,Product # 716,Price # 716,Visa,Name # 716,Firenze,Tuscany,Italy,Account_Created # 716,Last_Login # 716,Latitude # 716,11.25,
Transaction_date # 717,Product # 717,Price # 717,Visa,Name # 717,Grosseto,Tuscany,Italy,Account_Created # 717,Last_Login # 717,Latitude # 717,11.1333333,
Transaction_date # 718,Product # 718,Price # 718,Visa,Name # 718,Milan,Lombardy,Italy,Account_Created # 718,Last_Login # 718,Latitude # 718,9.2,
Transaction_date # 719,Product # 719,Price # 719,Visa,Name # 719,Rome,Lazio,Italy,Account_Created # 719,Last_Login # 719,Latitude # 719,12.4833333,
Transaction_date # 720,Product # 720,Price # 720,Diners,Name # 720,Lucca,Tuscany,Italy,Account_Created # 720,Last_Login # 720,Latitude # 720,10.4833333,
Transaction_date # 721,Product # 721,Price # 721,Visa,Name # 721,Milano,Lombardy,Italy,Account_Created # 721,Last_Login # 721,Latitude # 721,9.2,
Transaction_date # 722,Product # 722,Price # 722,Diners,Name # 722,Lipari,Sicilia,Italy,Account_Created # 722,Last_Login # 722,Latitude # 722,14.95,
Transaction_date # 723,Product # 723,Price # 723,Diners,Name # 723,Lipari,Sicilia,Italy,Account_Created # 723,Last_Login # 723,Latitude # 723,14.95,
Transaction_date # 724,Product # 724,Price # 724,Diners,Name # 724,Lipari,Sicilia,Italy,Account_Created # 724,Last_Login # 724,Latitude # 724,14.95,
Transaction_date # 725,Product # 725,Price # 725,Mastercard,Name # 725,Tel Aviv,Tel Aviv,Israel,Account_Created # 725,Last_Login # 725,Latitude # 725,34.7666667,
Transaction_date # 726,Product # 726,Price # 726,Diners,Name # 726,Julianstown,Meath,Ireland,Account_Created # 726,Last_Login # 726,Latitude # 726,-6.3191667,
Transaction_date # 727,Product # 727,Price # 727,Diners,Name # 727,Ballynora,Cork,Ireland,Account_Created # 727,Last_Login # 727,Latitude # 727,-8.58,
Transaction_date # 728,Product # 728,Price # 728,Diners,Name # 728,Kinsaley,Dublin,Ireland,Account_Created # 728,Last_Login # 728,Latitude # 728,-6.1758333,
Transaction_date # 729,Product # 729,Price # 729,Mastercard,Name # 729,Rathgar,Dublin,Ireland,Account_Created # 729,Last_Login # 729,Latitude # 729,-6.2683333,
Transaction_date # 730,Product # 730,Price # 730,Diners,Name # 730,Urlingford,Kilkenny,Ireland,Account_Created # 730,Last_Login # 730,Latitude # 730,-7.5825,
Transaction_date # 731,Product # 731,Price # 731,Mastercard,Name # 731,Navan,Meath,Ireland,Account_Created # 731,Last_Login # 731,Latitude # 731,-6.6813889,
Transaction_date # 732,Product # 732,Price # 732,Diners,Name # 732,Cork,Cork,Ireland,Account_Created # 732,Last_Login # 732,Latitude # 732,-8.4958333,
Transaction_date # 733,Product # 733,Price # 733,Visa,Name # 733,Malahide,Dublin,Ireland,Account_Created # 733,Last_Login # 733,Latitude # 733,-6.1544444,
Transaction_date # 734,Product # 734,Price # 734,Visa,Name # 734,Castleknock,Dublin,Ireland,Account_Created # 734,Last_Login # 734,Latitude # 734,-6.3922222,
Transaction_date # 735,Product # 735,Price # 735,Visa,Name # 735,Castleknock,Dublin,Ireland,Account_Created # 735,Last_Login # 735,Latitude # 735,-6.3922222,
Transaction_date # 736,Product # 736,Price # 736,Mastercard,Name # 736,Killiney,Dublin,Ireland,Account_Created # 736,Last_Login # 736,Latitude # 736,-6.1125,
Transaction_date # 737,Product # 737,Price # 737,Visa,Name # 737,Clontarf,Dublin,Ireland,Account_Created # 737,Last_Login # 737,Latitude # 737,-6.2161111,
Transaction_date # 738,Product # 738,Price # 738,Visa,Name # 738,Cork,Cork,Ireland,Account_Created # 738,Last_Login # 738,Latitude # 738,-8.4958333,
Transaction_date # 739,Product # 739,Price # 739,Diners,Name # 739,Sutton,Dublin,Ireland,Account_Created # 739,Last_Login # 739,Latitude # 739,-6.1216667,
Transaction_date # 740,Product # 740,Price # 740,Visa,Name # 740,Santry,Dublin,Ireland,Account_Created # 740,Last_Login # 740,Latitude # 740,-6.2597222,
Transaction_date # 741,Product # 741,Price # 741,Mastercard,Name # 741,Rathfarnham,Dublin,Ireland,Account_Created # 741,Last_Login # 741,Latitude # 741,-6.2827778,
Transaction_date # 742,Product # 742,Price # 742,Mastercard,Name # 742,Sandymount,Dublin,Ireland,Account_Created # 742,Last_Login # 742,Latitude # 742,-6.2113889,
Transaction_date # 743,Product # 743,Price # 743,Visa,Name # 743,Saggart,Dublin,Ireland,Account_Created # 743,Last_Login # 743,Latitude # 743,-6.4444444,
Transaction_date # 744,Product # 744,Price # 744,Diners,Name # 744,Clontarf,Dublin,Ireland,Account_Created # 744,Last_Login # 744,Latitude # 744,-6.2161111,
Transaction_date # 745,Product # 745,Price # 745,Visa,Name # 745,Clonmel,Tipperary,Ireland,Account_Created # 745,Last_Login # 745,Latitude # 745,-7.7038889,
Transaction_date # 746,Product # 746,Price # 746,Visa,Name # 746,Drogheda,Louth,Ireland,Account_Created # 746,Last_Login # 746,Latitude # 746,-6.3477778,
Transaction_date # 747,Product # 747,Price # 747,Visa,Name # 747,Newcastle,Wicklow,Ireland,Account_Created # 747,Last_Login # 747,Latitude # 747,-6.0658333,
Transaction_date # 748,Product # 748,Price # 748,Visa,Name # 748,Dun Laoghaire,Dublin,Ireland,Account_Created # 748,Last_Login # 748,Latitude # 748,-6.1286111,
Transaction_date # 749,Product # 749,Price # 749,Visa,Name # 749,Ballincollig,Cork,Ireland,Account_Created # 749,Last_Login # 749,Latitude # 749,-8.5833333,
Transaction_date # 750,Product # 750,Price # 750,Visa,Name # 750,Ballincollig,Cork,Ireland,Account_Created # 750,Last_Login # 750,Latitude # 750,-8.5833333,
Transaction_date # 751,Product # 751,Price # 751,Visa,Name # 751,Castlebar,Mayo,Ireland,Account_Created # 751,Last_Login # 751,Latitude # 751,-9.3,
Transaction_date # 752,Product # 752,Price # 752,Visa,Name # 752,Tramore,Waterford,Ireland,Account_Created # 752,Last_Login # 752,Latitude # 752,-7.1463889,
Transaction_date # 753,Product # 753,Price # 753,Visa,Name # 753,Arklow,Wicklow,Ireland,Account_Created # 753,Last_Login # 753,Latitude # 753,-6.1413889,
Transaction_date # 754,Product # 754,Price # 754,Visa,Name # 754,Mornington,Meath,Ireland,Account_Created # 754,Last_Login # 754,Latitude # 754,-6.2825,
Transaction_date # 755,Product # 755,Price # 755,Visa,Name # 755,Mullingar,Westmeath,Ireland,Account_Created # 755,Last_Login # 755,Latitude # 755,-7.35,
Transaction_date # 756,Product # 756,Price # 756,Visa,Name # 756,Shankill,Dublin,Ireland,Account_Created # 756,Last_Login # 756,Latitude # 756,-6.1244444,
Transaction_date # 757,Product # 757,Price # 757,Visa,Name # 757,Bandon,Cork,Ireland,Account_Created # 757,Last_Login # 757,Latitude # 757,-8.7425,
Transaction_date # 758,Product # 758,Price # 758,Visa,Name # 758,Rathfarnham,Dublin,Ireland,Account_Created # 758,Last_Login # 758,Latitude # 758,-6.2827778,
Transaction_date # 759,Product # 759,Price # 759,Mastercard,Name # 759,Baile Atha Bui,Meath,Ireland,Account_Created # 759,Last_Login # 759,Latitude # 759,-6.9205556,
Transaction_date # 760,Product # 760,Price # 760,Visa,Name # 760,Thurles,Tipperary,Ireland,Account_Created # 760,Last_Login # 760,Latitude # 760,-7.8022222,
Transaction_date # 761,Product # 761,Price # 761,Visa,Name # 761,Cork,Cork,Ireland,Account_Created # 761,Last_Login # 761,Latitude # 761,-8.4958333,
Transaction_date # 762,Product # 762,Price # 762,Visa,Name # 762,Sneem,Kerry,Ireland,Account_Created # 762,Last_Login # 762,Latitude # 762,-9.9,
Transaction_date # 763,Product # 763,Price # 763,Visa,Name # 763,Castleknock,Dublin,Ireland,Account_Created # 763,Last_Login # 763,Latitude # 763,-6.3922222,
Transaction_date # 764,Product # 764,Price # 764,Visa,Name # 764,Kilcornan,Limerick,Ireland,Account_Created # 764,Last_Login # 764,Latitude # 764,-8.8833333,
Transaction_date # 765,Product # 765,Price # 765,Visa,Name # 765,Blarney,Cork,Ireland,Account_Created # 765,Last_Login # 765,Latitude # 765,-8.5666667,
Transaction_date # 766,Product # 766,Price # 766,Visa,Name # 766,Ballyneety,Limerick,Ireland,Account_Created # 766,Last_Login # 766,Latitude # 766,-8.5469444,
Transaction_date # 767,Product # 767,Price # 767,Mastercard,Name # 767,Newmarket,Cork,Ireland,Account_Created # 767,Last_Login # 767,Latitude # 767,-9,
Transaction_date # 768,Product # 768,Price # 768,Visa,Name # 768,Clondalkin,Dublin,Ireland,Account_Created # 768,Last_Login # 768,Latitude # 768,-6.3972222,
Transaction_date # 769,Product # 769,Price # 769,Mastercard,Name # 769,Harold's Cross,Dublin,Ireland,Account_Created # 769,Last_Login # 769,Latitude # 769,-6.2947222,
Transaction_date # 770,Product # 770,Price # 770,Visa,Name # 770,Waterford,Waterford,Ireland,Account_Created # 770,Last_Login # 770,Latitude # 770,-7.1119444,
Transaction_date # 771,Product # 771,Price # 771,Diners,Name # 771,Cork,Cork,Ireland,Account_Created # 771,Last_Login # 771,Latitude # 771,-8.4958333,
Transaction_date # 772,Product # 772,Price # 772,Mastercard,Name # 772,Cabinteely,Dublin,Ireland,Account_Created # 772,Last_Login # 772,Latitude # 772,-6.1447222,
Transaction_date # 773,Product # 773,Price # 773,Visa,Name # 773,Blackrock,Dublin,Ireland,Account_Created # 773,Last_Login # 773,Latitude # 773,-6.1830556,
Transaction_date # 774,Product # 774,Price # 774,Visa,Name # 774,Foxrock,Dublin,Ireland,Account_Created # 774,Last_Login # 774,Latitude # 774,-6.1741667,
Transaction_date # 775,Product # 775,Price # 775,Diners,Name # 775,Hyderabad,Andhra Pradesh,India,Account_Created # 775,Last_Login # 775,Latitude # 775,78.4666667,
Transaction_date # 776,Product # 776,Price # 776,Amex,Name # 776,Gurgaon,Haryana,India,Account_Created # 776,Last_Login # 776,Latitude # 776,77.0333333,
Transaction_date # 777,Product # 777,Price # 777,Visa,Name # 777,Thorlakshofn,,Iceland,Account_Created # 777,Last_Login # 777,Latitude # 777,-21.3666667,
Transaction_date # 778,Product # 778,Price # 778,Diners,Name # 778,Chepel,Budapest,Hungary,Account_Created # 778,Last_Login # 778,Latitude # 778,19.0833333,
Transaction_date # 779,Product # 779,Price # 779,Mastercard,Name # 779,Kecskemet,Bacs-Kiskun,Hungary,Account_Created # 779,Last_Login # 779,Latitude # 779,19.7833333,
Transaction_date # 780,Product # 780,Price # 780,Visa,Name # 780,Budaors,Pest,Hungary,Account_Created # 780,Last_Login # 780,Latitude # 780,18.9666667,
Transaction_date # 781,Product # 781,Price # 781,Mastercard,Name # 781,Hong Kong,,Hong Kong,Account_Created # 781,Last_Login # 781,Latitude # 781,114.15,
Transaction_date # 782,Product # 782,Price # 782,Visa,Name # 782,Atlantida,Guatemala,Guatemala,Account_Created # 782,Last_Login # 782,Latitude # 782,-90.4833333,
Transaction_date # 783,Product # 783,Price # 783,Visa,Name # 783,Athina,Attiki,Greece,Account_Created # 783,Last_Login # 783,Latitude # 783,23.7333333,
Transaction_date # 784,Product # 784,Price # 784,Mastercard,Name # 784,Telgte,Nordrhein-Westfalen,Germany,Account_Created # 784,Last_Login # 784,Latitude # 784,7.9,
Transaction_date # 785,Product # 785,Price # 785,Diners,Name # 785,Bergen,Nordrhein-Westfalen,Germany,Account_Created # 785,Last_Login # 785,Latitude # 785,6.5,
Transaction_date # 786,Product # 786,Price # 786,Mastercard,Name # 786,Hofheim am Taunus,Hessen,Germany,Account_Created # 786,Last_Login # 786,Latitude # 786,8.45,
Transaction_date # 787,Product # 787,Price # 787,Visa,Name # 787,Braunschweig,Lower Saxony,Germany,Account_Created # 787,Last_Login # 787,Latitude # 787,10.5333333,
Transaction_date # 788,Product # 788,Price # 788,Mastercard,Name # 788,Dresden,Saxony,Germany,Account_Created # 788,Last_Login # 788,Latitude # 788,13.75,
Transaction_date # 789,Product # 789,Price # 789,Amex,Name # 789,Wiesbaden,Hessen,Germany,Account_Created # 789,Last_Login # 789,Latitude # 789,8.25,
Transaction_date # 790,Product # 790,Price # 790,Visa,Name # 790,Oldenburg,Lower Saxony,Germany,Account_Created # 790,Last_Login # 790,Latitude # 790,8.2,
Transaction_date # 791,Product # 791,Price # 791,Mastercard,Name # 791,Munich,Bayern,Germany,Account_Created # 791,Last_Login # 791,Latitude # 791,11.5833333,
Transaction_date # 792,Product # 792,Price # 792,Mastercard,Name # 792,Glan-Munchweiler,Rhineland-Palatinate,Germany,Account_Created # 792,Last_Login # 792,Latitude # 792,7.4333333,
Transaction_date # 793,Product # 793,Price # 793,Mastercard,Name # 793,Berlin,Berlin,Germany,Account_Created # 793,Last_Login # 793,Latitude # 793,13.4,
Transaction_date # 794,Product # 794,Price # 794,Mastercard,Name # 794,Hamburg,Hamburg,Germany,Account_Created # 794,Last_Login # 794,Latitude # 794,10,
Transaction_date # 795,Product # 795,Price # 795,Visa,Name # 795,Gries,Rhineland-Palatinate,Germany,Account_Created # 795,Last_Login # 795,Latitude # 795,7.4,
Transaction_date # 796,Product # 796,Price # 796,Mastercard,Name # 796,Hannover,Lower Saxony,Germany,Account_Created # 796,Last_Login # 796,Latitude # 796,9.7166667,
Transaction_date # 797,Product # 797,Price # 797,Visa,Name # 797,Munchengosserstadt,Thuringia,Germany,Account_Created # 797,Last_Login # 797,Latitude # 797,11.65,
Transaction_date # 798,Product # 798,Price # 798,Visa,Name # 798,Ingelheim-Mitte,Rhineland-Palatinate,Germany,Account_Created # 798,Last_Login # 798,Latitude # 798,8.0666667,
Transaction_date # 799,Product # 799,Price # 799,Visa,Name # 799,Donauworth,Bayern,Germany,Account_Created # 799,Last_Login # 799,Latitude # 799,10.8,
Transaction_date # 800,Product # 800,Price # 800,Mastercard,Name # 800,Ehingen an der Donau,Baden-Wurttemberg,Germany,Account_Created # 800,Last_Login # 800,Latitude # 800,9.7333333,
Transaction_date # 801,Product # 801,Price # 801,Visa,Name # 801,Ludwigsburg,Baden-Wurttemberg,Germany,Account_Created # 801,Last_Login # 801,Latitude # 801,9.1833333,
Transaction_date # 802,Product # 802,Price # 802,Diners,Name # 802,Stuttgart,Baden-Wurttemberg,Germany,Account_Created # 802,Last_Login # 802,Latitude # 802,9.1833333,
Transaction_date # 803,Product # 803,Price # 803,Amex,Name # 803,Munchen,Bayern,Germany,Account_Created # 803,Last_Login # 803,Latitude # 803,11.5833333,
Transaction_date # 804,Product # 804,Price # 804,Visa,Name # 804,Munich,Bayern,Germany,Account_Created # 804,Last_Login # 804,Latitude # 804,11.5833333,
Transaction_date # 805,Product # 805,Price # 805,Mastercard,Name # 805,Stuttgart,Baden-Wurttemberg,Germany,Account_Created # 805,Last_Login # 805,Latitude # 805,9.1833333,
Transaction_date # 806,Product # 806,Price # 806,Mastercard,Name # 806,Mettlach,Saarland,Germany,Account_Created # 806,Last_Login # 806,Latitude # 806,6.6,
Transaction_date # 807,Product # 807,Price # 807,Diners,Name # 807,Grossbodungen,Thuringia,Germany,Account_Created # 807,Last_Login # 807,Latitude # 807,10.5,
Transaction_date # 808,Product # 808,Price # 808,Visa,Name # 808,Stuttgart,Baden-Wurttemberg,Germany,Account_Created # 808,Last_Login # 808,Latitude # 808,9.1833333,
Transaction_date # 809,Product # 809,Price # 809,Visa,Name # 809,Chatou,Ile-de-France,France,Account_Created # 809,Last_Login # 809,Latitude # 809,2.15,
Transaction_date # 810,Product # 810,Price # 810,Visa,Name # 810,Rouen,Upper Normandy,France,Account_Created # 810,Last_Login # 810,Latitude # 810,1.0833333,
Transaction_date # 811,Product # 811,Price # 811,Visa,Name # 811,Paris,Ile-de-France,France,Account_Created # 811,Last_Login # 811,Latitude # 811,2.3333333,
Transaction_date # 812,Product # 812,Price # 812,Visa,Name # 812,Rennes,Brittany,France,Account_Created # 812,Last_Login # 812,Latitude # 812,-1.6833333,
Transaction_date # 813,Product # 813,Price # 813,Diners,Name # 813,Roquefort,Provence-Alpes-Cote d'Azur,France,Account_Created # 813,Last_Login # 813,Latitude # 813,5.6166667,
Transaction_date # 814,Product # 814,Price # 814,Amex,Name # 814,Brulon,Pays de la Loire,France,Account_Created # 814,Last_Login # 814,Latitude # 814,-0.2333333,
Transaction_date # 815,Product # 815,Price # 815,Mastercard,Name # 815,Biot,Provence-Alpes-Cote d'Azur,France,Account_Created # 815,Last_Login # 815,Latitude # 815,7.1,
Transaction_date # 816,Product # 816,Price # 816,Amex,Name # 816,Guer,Brittany,France,Account_Created # 816,Last_Login # 816,Latitude # 816,-2.1166667,
Transaction_date # 817,Product # 817,Price # 817,Visa,Name # 817,Rambouillet,Ile-de-France,France,Account_Created # 817,Last_Login # 817,Latitude # 817,1.8333333,
Transaction_date # 818,Product # 818,Price # 818,Mastercard,Name # 818,Veigy-Foncenex,Rhone-Alpes,France,Account_Created # 818,Last_Login # 818,Latitude # 818,6.25,
Transaction_date # 819,Product # 819,Price # 819,Mastercard,Name # 819,Saint-Cergues,Rhone-Alpes,France,Account_Created # 819,Last_Login # 819,Latitude # 819,6.3166667,
Transaction_date # 820,Product # 820,Price # 820,Visa,Name # 820,Paris,Ile-de-France,France,Account_Created # 820,Last_Login # 820,Latitude # 820,2.3333333,
Transaction_date # 821,Product # 821,Price # 821,Diners,Name # 821,Besancon,Franche-Comte,France,Account_Created # 821,Last_Login # 821,Latitude # 821,6.0333333,
Transaction_date # 822,Product # 822,Price # 822,Visa,Name # 822,Paris,Ile-de-France,France,Account_Created # 822,Last_Login # 822,Latitude # 822,2.3333333,
Transaction_date # 823,Product # 823,Price # 823,Visa,Name # 823,Ornex,Rhone-Alpes,France,Account_Created # 823,Last_Login # 823,Latitude # 823,6.1,
Transaction_date # 824,Product # 824,Price # 824,Visa,Name # 824,Paris,Ile-de-France,France,Account_Created # 824,Last_Login # 824,Latitude # 824,2.3333333,
Transaction_date # 825,Product # 825,Price # 825,Visa,Name # 825,Ferney-Voltaire,Rhone-Alpes,France,Account_Created # 825,Last_Login # 825,Latitude # 825,6.1166667,
Transaction_date # 826,Product # 826,Price # 826,Diners,Name # 826,Paris,Ile-de-France,France,Account_Created # 826,Last_Login # 826,Latitude # 826,2.3333333,
Transaction_date # 827,Product # 827,Price # 827,Mastercard,Name # 827,Evires,Rhone-Alpes,France,Account_Created # 827,Last_Login # 827,Latitude # 827,6.2333333,
Transaction_date # 828,Product # 828,Price # 828,Visa,Name # 828,Paris,Ile-de-France,France,Account_Created # 828,Last_Login # 828,Latitude # 828,2.3333333,
Transaction_date # 829,Product # 829,Price # 829,Visa,Name # 829,Chamonix-Mont-Blanc,Rhone-Alpes,France,Account_Created # 829,Last_Login # 829,Latitude # 829,6.8666667,
Transaction_date # 830,Product # 830,Price # 830,Visa,Name # 830,Arc-et-Senans,Franche-Comte,France,Account_Created # 830,Last_Login # 830,Latitude # 830,5.7666667,
Transaction_date # 831,Product # 831,Price # 831,Visa,Name # 831,Aix-en-Provence,Provence-Alpes-Cote d'Azur,France,Account_Created # 831,Last_Login # 831,Latitude # 831,5.4333333,
Transaction_date # 832,Product # 832,Price # 832,Visa,Name # 832,Antibes,Provence-Alpes-Cote d'Azur,France,Account_Created # 832,Last_Login # 832,Latitude # 832,7.1166667,
Transaction_date # 833,Product # 833,Price # 833,Visa,Name # 833,Strasbourg,Alsace,France,Account_Created # 833,Last_Login # 833,Latitude # 833,7.75,
Transaction_date # 834,Product # 834,Price # 834,Diners,Name # 834,Hagen,Lorraine,France,Account_Created # 834,Last_Login # 834,Latitude # 834,6.1666667,
Transaction_date # 835,Product # 835,Price # 835,Amex,Name # 835,Ferney-Voltaire,Rhone-Alpes,France,Account_Created # 835,Last_Login # 835,Latitude # 835,6.1166667,
Transaction_date # 836,Product # 836,Price # 836,Mastercard,Name # 836,Kuopio,Ita-Suomen Laani,Finland,Account_Created # 836,Last_Login # 836,Latitude # 836,27.6833333,
Transaction_date # 837,Product # 837,Price # 837,Mastercard,Name # 837,Lahti,Etela-Suomen Laani,Finland,Account_Created # 837,Last_Login # 837,Latitude # 837,25.6666667,
Transaction_date # 838,Product # 838,Price # 838,Diners,Name # 838,Santo Domingo City,Distrito Nacional,Dominican Republic,Account_Created # 838,Last_Login # 838,Latitude # 838,-69.9,
Transaction_date # 839,Product # 839,Price # 839,Visa,Name # 839,Helsingor,Frederiksborg,Denmark,Account_Created # 839,Last_Login # 839,Latitude # 839,12.6166667,
Transaction_date # 840,Product # 840,Price # 840,Mastercard,Name # 840,Kobenhavn,Kobenhavn,Denmark,Account_Created # 840,Last_Login # 840,Latitude # 840,12.5833333,
Transaction_date # 841,Product # 841,Price # 841,Visa,Name # 841,Nakskov,Storstrom,Denmark,Account_Created # 841,Last_Login # 841,Latitude # 841,11.15,
Transaction_date # 842,Product # 842,Price # 842,Mastercard,Name # 842,Holte,Kobenhavn,Denmark,Account_Created # 842,Last_Login # 842,Latitude # 842,12.4666667,
Transaction_date # 843,Product # 843,Price # 843,Mastercard,Name # 843,Hellerup,Kobenhavn,Denmark,Account_Created # 843,Last_Login # 843,Latitude # 843,12.5833333,
Transaction_date # 844,Product # 844,Price # 844,Visa,Name # 844,Rungsted,Frederiksborg,Denmark,Account_Created # 844,Last_Login # 844,Latitude # 844,12.5419444,
Transaction_date # 845,Product # 845,Price # 845,Visa,Name # 845,Soro,Vestsjalland,Denmark,Account_Created # 845,Last_Login # 845,Latitude # 845,11.5666667,
Transaction_date # 846,Product # 846,Price # 846,Mastercard,Name # 846,Lyngby,Kobenhavn,Denmark,Account_Created # 846,Last_Login # 846,Latitude # 846,12.5166667,
Transaction_date # 847,Product # 847,Price # 847,Visa,Name # 847,Nakskov,Storstrom,Denmark,Account_Created # 847,Last_Login # 847,Latitude # 847,11.15,
Transaction_date # 848,Product # 848,Price # 848,Visa,Name # 848,Kjobenhavn,Staden Kobenhavn,Denmark,Account_Created # 848,Last_Login # 848,Latitude # 848,12.5833333,
Transaction_date # 849,Product # 849,Price # 849,Visa,Name # 849,Rungsted,Frederiksborg,Denmark,Account_Created # 849,Last_Login # 849,Latitude # 849,12.5419444,
Transaction_date # 850,Product # 850,Price # 850,Visa,Name # 850,Klampenborg,Kobenhavn,Denmark,Account_Created # 850,Last_Login # 850,Latitude # 850,12.6,
Transaction_date # 851,Product # 851,Price # 851,Mastercard,Name # 851,Brondby Strand,Kobenhavn,Denmark,Account_Created # 851,Last_Login # 851,Latitude # 851,12.35,
Transaction_date # 852,Product # 852,Price # 852,Visa,Name # 852,Charlottenlund,Kobenhavn,Denmark,Account_Created # 852,Last_Login # 852,Latitude # 852,12.5833333,
Transaction_date # 853,Product # 853,Price # 853,Visa,Name # 853,Laasby,Arhus,Denmark,Account_Created # 853,Last_Login # 853,Latitude # 853,9.8166667,
Transaction_date # 854,Product # 854,Price # 854,Visa,Name # 854,Suchdol,Prague,Czech Republic,Account_Created # 854,Last_Login # 854,Latitude # 854,14.3833333,
Transaction_date # 855,Product # 855,Price # 855,Visa,Name # 855,Prague,Central Bohemia,Czech Republic,Account_Created # 855,Last_Login # 855,Latitude # 855,14.4666667,
Transaction_date # 856,Product # 856,Price # 856,Visa,Name # 856,Hradec Kralove,East Bohemia,Czech Republic,Account_Created # 856,Last_Login # 856,Latitude # 856,15.8441667,
Transaction_date # 857,Product # 857,Price # 857,Diners,Name # 857,Santa Barbaraa,Heredia,Costa Rica,Account_Created # 857,Last_Login # 857,Latitude # 857,-84.15,
Transaction_date # 858,Product # 858,Price # 858,Visa,Name # 858,Taicheng,Guangdong,China,Account_Created # 858,Last_Login # 858,Latitude # 858,112.7833333,
Transaction_date # 859,Product # 859,Price # 859,Mastercard,Name # 859,George Town,,Cayman Isls,Account_Created # 859,Last_Login # 859,Latitude # 859,-81.3833333,
Transaction_date # 860,Product # 860,Price # 860,Visa,Name # 860,Ottawa,Ontario,Canada,Account_Created # 860,Last_Login # 860,Latitude # 860,-75.7,
